sku_number,product_name,ingredient_name,dose_mg,delivery_form,category,dose_unit,sort_order
21,"IRON+ (Iron Absorption, Energy & Red Blood Cell Support) Capsules",Copper (Bisglycinate Chelate),2.0,standard,mineral,mg,7
21,"IRON+ (Iron Absorption, Energy & Red Blood Cell Support) Capsules",Zinc (Bisglycinate Chelate),15.0,standard,mineral,mg,8
21,"IRON+ (Iron Absorption, Energy & Red Blood Cell Support) Capsules",Molybdenum (Glycinate Chelate),1.5,standard,mineral,mg,9
21,"IRON+ (Iron Absorption, Energy & Red Blood Cell Support) Capsules",Liposomal L-Glutathione (Reduced),250.0,liposomal,amino_acid,mg,10
21,"IRON+ (Iron Absorption, Energy & Red Blood Cell Support) Capsules",N-Acetylcysteine (NAC),300.0,standard,amino_acid,mg,11
21,"IRON+ (Iron Absorption, Energy & Red Blood Cell Support) Capsules",Alpha-Lipoic Acid (ALA),200.0,standard,cofactor,mg,12
21,"IRON+ (Iron Absorption, Energy & Red Blood Cell Support) Capsules",Liposomal L-Ergothioneine,100.0,liposomal,other,mg,13
21,"IRON+ (Iron Absorption, Energy & Red Blood Cell Support) Capsules",Liposomal Phosphatidylserine,100.0,liposomal,lipid,mg,14
22,Shred+ Natural GLP-1 Activator,Liposomal + Micellar Natural GLP-1 Activator Complex,445.0,liposomal,other,mg,1
23,Probiotic Blend (10 Billion CFU),Liposomal L-Ergothioneine,2.0,liposomal,other,mg,1
23,Probiotic Blend (10 Billion CFU),Glycine (USP),10.0,standard,amino_acid,mg,2
23,Probiotic Blend (10 Billion CFU),Liposomal Alpha Lipoic Acid (R-ALA),15.0,liposomal,cofactor,mg,3
23,Probiotic Blend (10 Billion CFU),Liposomal CoQ10 (Ubiquinone),10.0,liposomal,cofactor,mg,4
23,Probiotic Blend (10 Billion CFU),Liposomal Choline (Alpha-GPC),10.0,liposomal,other,mg,5
23,Probiotic Blend (10 Billion CFU),Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,6
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Tongkat Ali Extract (200:1),50.0,micellar,botanical,mg,1
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Tribulus Terrestris (60% Saponins),50.0,micellar,botanical,mg,2
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Shilajit Extract (Fulvic Acid 20%),25.0,micellar,other,mg,3
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Sea Moss Extract,20.0,micellar,other,mg,4
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Maca Root Extract (10:1),40.0,standard,botanical,mg,5
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Ashwagandha Extract (5% Withanolides),50.0,micellar,lipid,mg,6
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Liposomal L-Citrulline,40.0,liposomal,amino_acid,mg,7
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Schisandra Chinensis Extract,20.0,micellar,botanical,mg,8
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Cistanche Tubulosa Extract,50.0,micellar,other,mg,9
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,L-Arginine,10.0,standard,amino_acid,mg,10
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Horny Goat Weed (Icariin 10%),20.0,micellar,other,mg,11
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Liposomal Trans-Resveratrol (98%),50.0,liposomal,botanical,mg,12
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Cordyceps Extract (7% Polysaccharides),40.0,micellar,botanical,mg,13
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Micellar Panax Ginseng Extract (10:1),20.0,micellar,other,mg,14
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,Zinc (Zinc Bisglycinate),10.0,standard,mineral,mg,15
24,DESIRE+ (Female Libido & Hormonal Balance Formula) Methylated Liposomal Capsules,"Micellar Bioperine® (Black Pepper Extract, 95%)",5.0,micellar,other,mg,16
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",BioB Fusion™ B-Complex,32.0,standard,other,mg,1
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Proprietary Omega-3 DHA/EPA Blend (Algal),600.0,standard,lipid,mg,2
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Iron (as Ferrous Bisglycinate),27.0,standard,mineral,mg,3
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Calcium (Citrate & MCHC),400.0,standard,mineral,iu,4
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Liposomal Vitamin D3 (Cholecalciferol) (2000 IU),0.5,liposomal,vitamin,iu,5
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Liposomal Vitamin K2 (Menaquinone-7),0.2,liposomal,vitamin,mcg,6
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Liposomal Choline (Alpha-GPC),450.0,liposomal,other,mg,7
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Iodine (as Potassium Iodide),2.2,standard,mineral,iu,8
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Liposomal Magnesium Synergy Matrix,350.0,liposomal,mineral,iu,9
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Zinc (as Zinc Bisglycinate),15.0,standard,mineral,mg,10
25,"Grow+ Pre-Natal Nutraceutical Formula, Methylated Liposomal Capsules",Liposomal Vitamin C (L-Ascorbic Acid),120.0,liposomal,vitamin,mg,11
26,NeuroCalm BH4 Complex,L-Dopa (from Mucuna pruriens extract),30.0,standard,other,mg,1
26,NeuroCalm BH4 Complex,LiposomalL-Tyrosine,25.0,standard,amino_acid,mg,2
26,NeuroCalm BH4 Complex,L-Phenylalanine,15.0,standard,other,mg,3
26,NeuroCalm BH4 Complex,Liposomal PQQ (Pyrroloquinoline Quinone),10.0,liposomal,cofactor,mg,4
26,NeuroCalm BH4 Complex,Liposomal Coenzyme Q10 (Ubiquinol),10.0,liposomal,enzyme,mg,5
26,NeuroCalm BH4 Complex,Liposomal 5-MTHF (5-Methyltetrahydrofolate),10.0,liposomal,cofactor,mg,6
26,NeuroCalm BH4 Complex,L-Citrulline Malate,15.0,standard,amino_acid,mg,7
26,NeuroCalm BH4 Complex,L-Arginine,10.0,standard,amino_acid,mg,8
26,NeuroCalm BH4 Complex,Liposomal Vitamin C,10.0,liposomal,vitamin,mg,9
26,NeuroCalm BH4 Complex,Liposomal L-Theanine,15.0,liposomal,amino_acid,mg,10
26,NeuroCalm BH4 Complex,Liposomal Magnesium L-Threonate,10.0,liposomal,mineral,iu,11
26,NeuroCalm BH4 Complex,Micellar Lion's Mane Extract (Hericenones),10.0,micellar,botanical,mg,12
26,NeuroCalm BH4 Complex,Lithium Orotate (Elemental Lithium \~1 mg),5.0,standard,mineral,iu,13
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,1
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Metylated Vitamin B6 (Pyridoxal-5-Phosphate),30.0,methylated,vitamin,mg,2
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Liposomal Methyl Folate (5-MTHF),1.0,liposomal,vitamin,mg,3
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Liposomal Vitamin B12 (Methylcobalamin +,2.0,liposomal,vitamin,mg,4
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),SAMe (S-Adenosyl Methionine),100.0,standard,amino_acid,mg,5
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Liposomal Magnesium (Bisglycinate),50.0,liposomal,mineral,iu,6
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Liposomal Choline (as Alpha-GPC),100.0,liposomal,other,mg,7
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Zinc (Bisglycinate),20.0,standard,mineral,mg,8
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Liposomal NAC (N-Acetylcysteine),150.0,liposomal,amino_acid,mg,9
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Molybdenum (Glycinate),0.2,standard,mineral,mcg,10
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Betaine Anhydrous (Trimethylglycine),200.0,standard,amino_acid,mg,11
28,MTHFR+™ (Targeted Folate Metabolism | Advanced Methylation Support | DNA Repair & Detox Pathways),Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,12
29,BHB Ketone Salts,Calcium Beta-Hydroxybutyrate,50.0,standard,mineral,iu,1
29,BHB Ketone Salts,Magnesium Beta-Hydroxybutyrate,50.0,standard,mineral,iu,2
29,BHB Ketone Salts,Sodium Beta-Hydroxybutyrate,50.0,standard,enzyme,iu,3
29,BHB Ketone Salts,B6 -- Pyridoxine,10.0,standard,vitamin,mg,4
29,BHB Ketone Salts,Liposomal B9 -- Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,5
29,BHB Ketone Salts,Liposomal B12 -- (Methylcobalamin),2.0,liposomal,vitamin,mg,6
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",Effervescent Hydrogen Matrix (Mg-H complex),100.0,standard,other,mg,1
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",Magnesium (as Citrate),50.0,standard,mineral,iu,2
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",Potassium (as Citrate),50.0,standard,mineral,iu,3
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",Pure Himalayan Sea Salt Sodium (as Citrate),50.0,standard,enzyme,iu,4
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",Berberine HCl (98% purity),30.0,standard,botanical,mg,5
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)","BHB Salts (Magnesium, Calcium, Sodium)",150.0,standard,enzyme,iu,6
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",L-Carnitine Tartrate,25.0,standard,amino_acid,mg,7
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",Chromium Picolinate (elemental),2.0,standard,mineral,iu,8
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",Micellar Cinnamon Bark Extract (10:1),10.0,micellar,botanical,mg,9
30,"Electrolyte Blend (Magnesium, Potassium, Sodium Citrate)",Liposomal Conjugated Linoleic Acid (CLA),15.0,liposomal,lipid,mg,10
31,Probiotic Blend (10 Billion CFU),Dileucine (Di-peptide),10.0,standard,peptide,mg,1
31,Probiotic Blend (10 Billion CFU),"Liposomal EGCG (Green Tea Extract, 50%)",10.0,liposomal,botanical,mg,2
31,Probiotic Blend (10 Billion CFU),Micellar Moringa Leaf Extract (10:1),10.0,micellar,botanical,mg,3
31,Probiotic Blend (10 Billion CFU),Liposomal Paraxanthine (PureCaf®),10.0,liposomal,other,mg,4
31,Probiotic Blend (10 Billion CFU),Selenium (L-Selenomethionine),1.0,standard,mineral,iu,5
31,Probiotic Blend (10 Billion CFU),Tesofensine (botanical analog mimic),2.0,standard,other,mg,6
31,Probiotic Blend (10 Billion CFU),Micellar Artichoke Leaf Extract (5% Cynarin),10.0,micellar,botanical,mg,7
31,Probiotic Blend (10 Billion CFU),Inulin-FOS (Prebiotic Blend),10.0,standard,other,mg,8
32,ToxiBind Matrix™ Zeolite + Bentonite Clay,Calcium Bentonite Clay,50.0,standard,lipid,iu,1
32,ToxiBind Matrix™ Zeolite + Bentonite Clay,Clinoptilolite Zeolite,50.0,standard,other,mg,2
34,Histamine Relief Protocol™ Advanced Histamine Defense | Gut-Liver Axis Support | Neurological Calm,BioB Fusion™ Methylated and Liposomal B Complex,35.0,standard,other,mg,1
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal BPC-157 Peptide,0.2,liposomal,peptide,mcg,1
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal Quercetin (Aglycone),100.0,liposomal,botanical,mg,2
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal Magnesium (Bisglycinate),50.0,liposomal,mineral,iu,3
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Zinc (Bisglycinate),15.0,standard,mineral,mg,4
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal Curcumin (95% Curcuminoids),50.0,liposomal,botanical,mg,5
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal DAO Enzyme (from porcine kidney),0.2,liposomal,enzyme,mcg,6
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal Copper (Bisglycinate),2.0,liposomal,mineral,mg,7
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal Vitamin C (Ascorbate),50.0,liposomal,vitamin,mg,8
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal L-Theanine,100.0,liposomal,amino_acid,mg,9
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Micellar Aloe Vera,25.0,micellar,botanical,mg,10
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Micellar Marshmallow Root,25.0,micellar,other,mg,11
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Liposomal Berberine HCl,50.0,liposomal,botanical,mg,12
35,"Probiotic Blend (Lactobacillus & Bifidobacterium, 10B CFU)",Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,13
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal Acetyl-L-Carnitine,100.0,liposomal,amino_acid,mg,1
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Methylated Riboflavin-5-Phosphate (Vitamin B2),50.0,methylated,vitamin,mg,2
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Methylated Niacinamide (Vitamin B3),50.0,methylated,vitamin,mg,3
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Methylated Pantethine (Vitamin B5 ),50.0,methylated,vitamin,mg,4
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal B9 Folate (5-MTHF),0.8,liposomal,vitamin,mcg,5
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal Vitamin B12 (Methylcobalamin),1.0,liposomal,vitamin,mg,6
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal Coenzyme Q10 (Ubiquinone),100.0,liposomal,enzyme,mg,7
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal Alpha-Lipoic Acid,20.0,liposomal,cofactor,mg,8
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal Phosphatidylcholine,100.0,liposomal,lipid,mg,9
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal N-Acetyl Cysteine (NAC),10.0,liposomal,amino_acid,mg,10
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal L-Taurine,10.0,liposomal,amino_acid,mg,11
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Liposomal Magnesium Bisglycinate,10.0,liposomal,mineral,iu,12
36,ACAT+ Advanced Mitochondrial & Lipid Metabolism Support,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,13
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Liposomal Choline Alpha-GPC,100.0,liposomal,other,mg,1
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Liposomal Acetyl-L-Carnitine,100.0,liposomal,amino_acid,mg,2
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Liposomal Citicoline (CDP-Choline),100.0,liposomal,cofactor,mg,3
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Micellar Bacopa Monnieri Extract (Bacosides ≥ 50%),100.0,micellar,botanical,mg,4
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Methylated Pantethine (Vitamin B5 ),25.0,methylated,vitamin,mg,5
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Liposomal Vitamin B12 (Methylcobalamin),1.0,liposomal,vitamin,mg,6
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Liposomal Phosphatidylserine,25.0,liposomal,lipid,mg,7
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Micellar Huperzine A (from Huperzia serrata),0.2,micellar,other,mcg,8
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Liposomal Phosphatidylcholine,50.0,liposomal,lipid,mg,9
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Liposoaml Uridine Monophosphate,50.0,standard,other,mg,10
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Lyposomal L-Theanine,100.0,standard,amino_acid,mg,11
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Liposomal Magnesium L-Threonate,50.0,liposomal,mineral,iu,12
37,ACHY+ Liposomal Acetylcholine Support | Cognitive Focus | Neuro-Muscular Balance,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,13
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Methylated Riboflavin-5-Phosphate (Vitamin B2),50.0,methylated,vitamin,mg,1
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Liposomal B9 Folate (5-MTHF),0.8,liposomal,vitamin,mcg,2
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Liposomal Vitamin B12 (Methylcobalamin),1.0,liposomal,vitamin,mg,3
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Adenosine Triphosphate (ATP),25.0,standard,other,mg,4
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Liposomal N-Acetylcysteine (NAC),100.0,liposomal,amino_acid,mg,5
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Lyposomal L-Theanine,100.0,standard,amino_acid,mg,6
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Liposomal Curcumin Extract (95% Curcuminoids),100.0,liposomal,botanical,mg,7
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,S-Adenosylmethionine (SAMe),100.0,standard,amino_acid,mg,8
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Liposomal Magnesium Bisglycinate,15.0,liposomal,mineral,iu,9
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Liposomal Phosphatidylcholine,100.0,liposomal,lipid,mg,10
38,ADO Support+™ Purine Metabolism | Immune Regulation | Cellular Methylation,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,11
39,BHMT+™,Betaine Anhydrous (Trimethylglycine),250.0,standard,amino_acid,mg,1
39,BHMT+™,DMG (Dimethylglycine),50.0,standard,amino_acid,mg,2
39,BHMT+™,Zinc Bisglycinate,15.0,standard,mineral,mg,3
39,BHMT+™,Liposomal Magnesium L-Threonate,50.0,liposomal,mineral,iu,4
39,BHMT+™,Liposomal L-Taurine,50.0,liposomal,amino_acid,mg,5
39,BHMT+™,Liposomal Choline Alpha-GPC,100.0,liposomal,other,mg,6
39,BHMT+™,Liposomal B9 Folate (5-MTHF),0.8,liposomal,vitamin,mcg,7
39,BHMT+™,Liposomal Vitamin B12 (Methylcobalamin),1.0,liposomal,vitamin,mg,8
39,BHMT+™,Liposomal N-Acetylcysteine (NAC),50.0,liposomal,amino_acid,mg,9
39,BHMT+™,TMG (Trimethylglycine Hydrochloride),100.0,standard,amino_acid,mg,10
39,BHMT+™,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,11
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,Molybdenum (Glycinate Chelate),0.5,standard,mineral,mcg,1
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,Methylated Vitamin B6 (P-5-P),25.0,methylated,vitamin,mg,2
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,L-Serine,100.0,standard,amino_acid,mg,3
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,Liposomal NAC (N-Acetylcysteine),50.0,liposomal,amino_acid,mg,4
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,L-Carnitine Tartrate,100.0,standard,amino_acid,mg,5
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,Liposomal Taurine,50.0,liposomal,amino_acid,mg,6
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,TMG (Trimethylglycine),100.0,standard,amino_acid,mg,7
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,Liposomal Glutathione (Reduced),100.0,liposomal,amino_acid,mg,8
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,Liposomal Magnesium Bisglycinate,50.0,liposomal,mineral,iu,9
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,L-Ornithine,50.0,standard,amino_acid,mg,10
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,Liposomal Silymarin (Milk Thistle 80%),100.0,liposomal,botanical,mg,11
40,CBS Support+™ Sulfur Pathway Balance | Ammonia Clearance | Glutathione Support,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,12
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Liposomal Magnesium Bisglycinate,100.0,liposomal,mineral,iu,1
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,SAMe (S-Adenosylmethionine),20.0,standard,amino_acid,mg,2
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Methylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,3
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Methylated Vitamin B6 (P-5-P),25.0,methylated,vitamin,mg,4
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Liposomal Folate (5-MTHF Calcium Salt),0.8,liposomal,mineral,iu,5
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Liposomal Vitamin B12 (Methylcobalamin +,1.0,liposomal,vitamin,mg,6
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Lithium Orotate,2.5,standard,mineral,iu,7
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Liposomal L-Theanine,100.0,liposomal,amino_acid,mg,8
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Diindolylmethane (DIM),100.0,standard,botanical,mg,9
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Liposomal Quercetin,100.0,liposomal,botanical,mg,10
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Liposomal Glutathione (Reduced),100.0,liposomal,amino_acid,mg,11
41,COMT+™ Neurotransmitter Balance | Estrogen Detox | Methylation Harmony,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,12
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Methylated Vitamin B6 (P-5-P),25.0,methylated,vitamin,mg,1
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Liposomal Vitamin C (Ascorbate),100.0,liposomal,vitamin,mg,2
