sku_number,product_name,ingredient_name,dose_mg,delivery_form,category,dose_unit,sort_order
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Copper (Bisglycinate),2.0,standard,mineral,mg,3
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Zinc (Bisglycinate),20.0,standard,mineral,mg,4
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Liposomal Quercetin (Aglycone),100.0,liposomal,botanical,mg,5
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,DAO Enzyme (from Non-GMO Porcine Kidney),0.2,standard,enzyme,mcg,6
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Liposomal Magnesium (Bisglycinate),125.0,liposomal,mineral,iu,7
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Liposomal 5-MTHF (Quatrefolic®),0.8,liposomal,vitamin,mcg,8
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Liposomal Methylcobalamin (B12),1.0,liposomal,vitamin,mg,9
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Liposomal Curcumin (95% Curcuminoids),150.0,liposomal,botanical,mg,10
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Liposomal L-Theanine,100.0,liposomal,amino_acid,mg,11
42,DAO+™ Histamine Balance | Gut Integrity | Methylation-Linked Enzyme Support,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,12
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal Glutathione (Reduced),150.0,liposomal,amino_acid,mg,1
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal N-Acetylcysteine (NAC),100.0,liposomal,amino_acid,mg,2
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal Alpha-Lipoic Acid (R-ALA),100.0,liposomal,cofactor,mg,3
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Selenium (L-Selenomethionine),0.2,standard,mineral,iu,4
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Methylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,5
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal Vitamin B6 (Pyridoxal-5-Phosphate),25.0,liposomal,vitamin,mg,6
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,7
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal Vitamin B12 (Methylcobalamin +,1.0,liposomal,vitamin,mg,8
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal Broccoli Seed Extract (Sulforaphane-rich),150.0,liposomal,botanical,mg,9
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal Curcumin (95% Curcuminoids),100.0,liposomal,botanical,mg,10
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Liposomal Quercetin,100.0,liposomal,botanical,mg,11
43,GST+™ Cellular Detox | Antioxidant Defense | Methylation Support,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,12
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,SAMe (S-Adenosyl Methionine),100.0,standard,amino_acid,mg,1
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,2
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Metylated Vitamin B6 (Pyridoxal-5-Phosphate),25.0,methylated,vitamin,mg,3
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,4
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Liposomal Vitamin B12 (Methylcobalamin +,1.0,liposomal,vitamin,mg,5
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Liposomal L-Theanine,50.0,liposomal,amino_acid,mg,6
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Liposomal Magnesium (Bisglycinate),50.0,liposomal,mineral,iu,7
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Liposomal GABA (Gamma-Aminobutyric Acid),100.0,liposomal,other,mg,8
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Micellar Ashwagandha Extract (Sensoril®),125.0,micellar,lipid,mg,9
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Micellar Rhodiola Rosea (3% Rosavins),100.0,micellar,botanical,mg,10
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Liposomal PQQ (Pyrroloquinoline Quinone),20.0,liposomal,cofactor,mg,11
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Liposomal CoQ10 (Ubiquinol),50.0,liposomal,cofactor,mg,12
44,MAOA+™ Neurochemical Balance | Methylation Support | Stress Modulation,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,13
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,1
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Metylated Vitamin B6 (Pyridoxal-5-Phosphate),25.0,methylated,vitamin,mg,2
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,3
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Liposomal Vitamin B12 (Methylcobalamin +,1.5,liposomal,vitamin,mg,4
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,SAMe (S-Adenosyl Methionine),200.0,standard,amino_acid,mg,5
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Betaine Anhydrous (Trimethylglycine),200.0,standard,amino_acid,mg,6
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Liposomal Magnesium (Bisglycinate),50.0,liposomal,mineral,iu,7
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Liposomal Choline (as Alpha-GPC),100.0,liposomal,other,mg,8
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Zinc (Bisglycinate),15.0,standard,mineral,mg,9
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Liposomal NAC (N-Acetylcysteine),50.0,liposomal,amino_acid,mg,10
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Liposomal PQQ (Pyrroloquinoline Quinone),20.0,liposomal,cofactor,mg,11
45,MTR+™ Methylation Matrix | Homocysteine Regulation | Neurovascular Support,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,12
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,1
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Methylated Vitamin B3 (Nicotinamide Riboside),100.0,methylated,cofactor,mg,2
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,3
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Liposomal Vitamin B12 (Methylcobalamin +,1.5,liposomal,vitamin,mg,4
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,SAMe (S-Adenosyl Methionine),200.0,standard,amino_acid,mg,5
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Liposomal Magnesium (Bisglycinate),100.0,liposomal,mineral,iu,6
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Liposomal Choline (as Alpha-GPC),100.0,liposomal,other,mg,7
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Zinc (Bisglycinate),15.0,standard,mineral,mg,8
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Liposomal NAC (N-Acetylcysteine),150.0,liposomal,amino_acid,mg,9
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Molybdenum (Glycinate),0.2,standard,mineral,mcg,10
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Liposomal PQQ (Pyrroloquinoline Quinone),10.0,liposomal,cofactor,mg,11
46,MTRR+™ Methylcobalamin Regeneration | Neurological Health | Homocysteine Support,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,12
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,1
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Vitamin B5 (Pantethine),100.0,standard,vitamin,mg,2
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Metylated Vitamin B6 (Pyridoxal-5-Phosphate),30.0,methylated,vitamin,mg,3
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,4
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Liposomal Vitamin B12 (Methylcobalamin +,1.0,liposomal,vitamin,mg,5
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Liposomal Acetyl-L-Carnitine (ALCAR),150.0,liposomal,amino_acid,mg,6
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Liposomal Magnesium (Bisglycinate),50.0,liposomal,mineral,iu,7
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Liposomal Choline (as Alpha-GPC),100.0,liposomal,other,mg,8
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Zinc (Bisglycinate),15.0,standard,mineral,mg,9
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Liposomal NAC (N-Acetylcysteine),100.0,liposomal,amino_acid,mg,10
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Liposomal Quercetin,50.0,liposomal,botanical,mg,11
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Calcium-D-Glucarate,50.0,standard,mineral,iu,12
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Liposomal Sulforaphane (from Broccoli Seed Extract),50.0,liposomal,botanical,mg,13
47,NAT Support +™ Targeted Acetylation Support | Histamine Balance | Phase II Detox Optimization,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,14
49,MethylB Complete+™Methylated and Liposomal B Complex,L-Citrulline Malate (2:1),150.0,standard,amino_acid,mg,1
49,MethylB Complete+™Methylated and Liposomal B Complex,L-Arginine,100.0,standard,amino_acid,mg,2
49,MethylB Complete+™Methylated and Liposomal B Complex,L-Norvaline,50.0,standard,other,mg,3
49,MethylB Complete+™Methylated and Liposomal B Complex,Liposomal Magnesium (Bisglycinate),50.0,liposomal,mineral,iu,4
49,MethylB Complete+™Methylated and Liposomal B Complex,Zinc (Bisglycinate),15.0,standard,mineral,mg,5
50,NeuroCalm BH4 Complex,Liposomal CoQ10 (Ubiquinol),50.0,liposomal,cofactor,mg,1
50,NeuroCalm BH4 Complex,Liposomal Trans-Resveratrol (98%),25.0,liposomal,botanical,mg,2
50,NeuroCalm BH4 Complex,Liposomal Grape Seed Extract (95% OPC),10.0,liposomal,botanical,mg,3
50,NeuroCalm BH4 Complex,Astaxanthin,10.0,standard,other,mg,4
50,NeuroCalm BH4 Complex,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,5
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,1
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Metylated Vitamin B6 (Pyridoxal-5-Phosphate),30.0,methylated,vitamin,mg,2
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Liposomal Methyl Folate (5-MTHF),1.0,liposomal,vitamin,mg,3
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Liposomal Vitamin B12 (Methylcobalamin +,1.5,liposomal,vitamin,mg,4
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Folinic Acid (Calcium Folinate),0.8,standard,mineral,iu,5
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Trimethylglycine (TMG),150.0,standard,amino_acid,mg,6
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Liposomal Magnesium (Bisglycinate),100.0,liposomal,mineral,iu,7
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Zinc (Bisglycinate),15.0,standard,mineral,mg,8
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Liposomal L-Tyrosine,100.0,liposomal,amino_acid,mg,9
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,"Liposomal DHA (Algal-Based, Vegan)",100.0,liposomal,lipid,mg,10
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Liposomal N-Acetylcysteine (NAC),100.0,liposomal,amino_acid,mg,11
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Liposomal Curcumin (95% Curcuminoids),50.0,liposomal,botanical,mg,12
51,RFC1 Support +™ Optimized Folate Transport | Methylation Activation | Neurological Support,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,13
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,1
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Metylated Vitamin B6 (Pyridoxal-5-Phosphate),30.0,methylated,vitamin,mg,2
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,3
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Liposomal Vitamin B12 (Methylcobalamin +,1.0,liposomal,vitamin,mg,4
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Folinic Acid (Calcium Folinate),0.8,standard,mineral,iu,5
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,L-Glycine,100.0,standard,amino_acid,mg,6
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Liposomal Magnesium (Bisglycinate),50.0,liposomal,mineral,iu,7
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Zinc (Bisglycinate),15.0,standard,mineral,mg,8
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Serine,100.0,standard,other,mg,9
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,"Liposomal DHA (Algal-Based, Vegan)",100.0,liposomal,lipid,mg,10
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Liposomal N-Acetylcysteine (NAC),100.0,liposomal,amino_acid,mg,11
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Betaine (Trimethylglycine - TMG),100.0,standard,amino_acid,mg,12
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Liposomal Curcumin (95% Curcuminoids),100.0,liposomal,botanical,mg,13
52,SHMT+™ Glycine-Folate Balance | DNA Repair | Methylation Synergy,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,14
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,1
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Metylated Vitamin B6 (Pyridoxal-5-Phosphate),25.0,methylated,vitamin,mg,2
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,3
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Liposomal Vitamin B12 (Methylcobalamin),1.0,liposomal,vitamin,mg,4
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Superoxide Dismutase (SOD),50.0,standard,enzyme,mg,5
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Selenium (L-selenomethionine),0.2,standard,mineral,iu,6
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Zinc (Bisglycinate),15.0,standard,mineral,mg,7
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Manganese (Gluconate),2.0,standard,mineral,mg,8
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Liposomal CoQ10 (Ubiquinol),25.0,liposomal,cofactor,mg,9
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Liposomal N-Acetylcysteine (NAC),200.0,liposomal,amino_acid,mg,10
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Liposomal Curcumin (95% Curcuminoids),100.0,liposomal,botanical,mg,11
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Liposomal Alpha-Lipoic Acid (ALA),100.0,liposomal,cofactor,mg,12
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Liposomal PQQ (Pyrroloquinoline Quinone),20.0,liposomal,cofactor,mg,13
53,SOD+™ Antioxidant Defense | Mitochondrial Protection | Methylation Integrity,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,14
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Metylated Vitamin B2 (Riboflavin-5-Phosphate),25.0,methylated,vitamin,mg,1
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Metylated Vitamin B6 (Pyridoxal-5-Phosphate),25.0,methylated,vitamin,mg,2
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,3
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Liposomal Vitamin B12 (Methylcobalamin),1.0,liposomal,vitamin,mg,4
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Molybdenum (as Glycinate Chelate),0.5,standard,mineral,mcg,5
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Selenium (L-selenomethionine),100.0,standard,mineral,iu,6
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Zinc (Bisglycinate),15.0,standard,mineral,mg,7
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Liposomal Glutathione (Reduced Form),100.0,liposomal,amino_acid,mg,8
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Liposomal CoQ10 (Ubiquinol),50.0,liposomal,cofactor,mg,9
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Liposomal N-Acetylcysteine (NAC),50.0,liposomal,amino_acid,mg,10
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Liposomal Taurine,100.0,liposomal,amino_acid,mg,11
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Liposomal Alpha-Lipoic Acid (ALA),100.0,liposomal,cofactor,mg,12
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,MSM (Methylsulfonylmethane),100.0,standard,other,mg,13
54,SUOX+™ Sulfite Clearance | Mitochondrial Detox | Methylation Rescue,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,14
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Metylated Vitamin B2 (Riboflavin-5-Phosphate),20.0,methylated,vitamin,mg,1
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,2
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Liposomal Methylcobalamin (Vitamin B12),2.0,liposomal,vitamin,mg,3
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Liposomal Adenosylcobalamin (Vitamin B12),1.0,liposomal,vitamin,mg,4
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Liposomal Hydroxocobalamin (Vitamin B12),0.5,liposomal,vitamin,mcg,5
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Zinc (Bisglycinate),15.0,standard,mineral,mg,6
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Liposomal Magnesium (as Bisglycinate),100.0,liposomal,mineral,iu,7
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Trimethylglycine (TMG),250.0,standard,amino_acid,mg,8
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Liposomal DHA (Algal-Based),150.0,liposomal,lipid,mg,9
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Liposomal Alpha-Lipoic Acid (ALA),100.0,liposomal,cofactor,mg,10
55,TCN2+™ Cellular B12 Transport | Methylation Optimization | Neurological Vitality,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,11
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Liposomal Vitamin D3 (Cholecalciferol),0.5,liposomal,vitamin,mcg,1
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Liposomal Vitamin K2 (MK-7),0.2,liposomal,vitamin,mcg,2
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Liposomal Methyl Folate (5-MTHF),0.8,liposomal,vitamin,mcg,3
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Liposomal Vitamin B12 (Methylcobalamin),1.0,liposomal,vitamin,mg,4
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Liposomal Magnesium (Bisglycinate),50.0,liposomal,mineral,iu,5
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Boron (Citrate Complex),3.0,standard,mineral,mg,6
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Zinc (Bisglycinate),15.0,standard,mineral,mg,7
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Liposomal Quercetin (Aglycone),100.0,liposomal,botanical,mg,8
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Liposomal Trans-Resveratrol (98%),50.0,liposomal,botanical,mg,9
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Proprietary Omega-3 DHA (Algal-Based),150.0,standard,lipid,mg,10
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Liposomal Curcumin (95% Curcuminoids),100.0,liposomal,botanical,mg,11
56,VDR+™ Receptor Activation | Immune Resilience | Mood & Methylation Support,Micellar Bioperine® (Black Pepper Extract),5.0,micellar,other,mg,12
